source,source_label,target,target_label,relation,relation_label
vat_tu/633_switch_24_ports_poe_4_port_sfpbo_chuyen_mach_24_cong_poe_4_cong_sfp,"Switch 24 ports PoE, 4 port SFPBộ chuyển mạch 24 cổng PoE, 4 cổng SFP",concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/633_switch_24_ports_poe_4_port_sfpbo_chuyen_mach_24_cong_poe_4_cong_sfp,"Switch 24 ports PoE, 4 port SFPBộ chuyển mạch 24 cổng PoE, 4 cổng SFP",concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/633_switch_24_ports_poe_4_port_sfpbo_chuyen_mach_24_cong_poe_4_cong_sfp,"Switch 24 ports PoE, 4 port SFPBộ chuyển mạch 24 cổng PoE, 4 cổng SFP",concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/633_switch_24_ports_poe_4_port_sfpbo_chuyen_mach_24_cong_poe_4_cong_sfp,"Switch 24 ports PoE, 4 port SFPBộ chuyển mạch 24 cổng PoE, 4 cổng SFP",data/price/11_536_364,11.536.364,co_gia,có giá
vat_tu/633_switch_24_ports_poe_4_port_sfpbo_chuyen_mach_24_cong_poe_4_cong_sfp,"Switch 24 ports PoE, 4 port SFPBộ chuyển mạch 24 cổng PoE, 4 cổng SFP",data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/633_switch_24_ports_poe_4_port_sfpbo_chuyen_mach_24_cong_poe_4_cong_sfp,"Switch 24 ports PoE, 4 port SFPBộ chuyển mạch 24 cổng PoE, 4 cổng SFP",data/appraisal_date/15_12_2025,15/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/633_switch_24_ports_poe_4_port_sfpbo_chuyen_mach_24_cong_poe_4_cong_sfp,"Switch 24 ports PoE, 4 port SFPBộ chuyển mạch 24 cổng PoE, 4 cổng SFP",data/certificate/405_2025_294_cttdg_vnvic,: 405/2025/294/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/633_switch_24_ports_poe_4_port_sfpbo_chuyen_mach_24_cong_poe_4_cong_sfp,"Switch 24 ports PoE, 4 port SFPBộ chuyển mạch 24 cổng PoE, 4 cổng SFP",data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/633_switch_24_ports_poe_4_port_sfpbo_chuyen_mach_24_cong_poe_4_cong_sfp,"Switch 24 ports PoE, 4 port SFPBộ chuyển mạch 24 cổng PoE, 4 cổng SFP",data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/633_switch_24_ports_poe_4_port_sfpbo_chuyen_mach_24_cong_poe_4_cong_sfp,"Switch 24 ports PoE, 4 port SFPBộ chuyển mạch 24 cổng PoE, 4 cổng SFP",data/spec/633.0,"CBS250-24P-4G-EU
Switch 24 ports PoE, 4 port SFPBộ chuyển mạch 24 cổng PoE, 4 cổng SFP
""CBS250-24P-4G-EU (Model: CBS2...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/634_switch_24_ports_4_port_sfpbo_chuyen_mach_24_cong_4_cong_sfp,"Switch 24 ports, 4 port SFPBộ chuyển mạch 24 cổng, 4 cổng SFP",concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/634_switch_24_ports_4_port_sfpbo_chuyen_mach_24_cong_4_cong_sfp,"Switch 24 ports, 4 port SFPBộ chuyển mạch 24 cổng, 4 cổng SFP",concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/634_switch_24_ports_4_port_sfpbo_chuyen_mach_24_cong_4_cong_sfp,"Switch 24 ports, 4 port SFPBộ chuyển mạch 24 cổng, 4 cổng SFP",concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/634_switch_24_ports_4_port_sfpbo_chuyen_mach_24_cong_4_cong_sfp,"Switch 24 ports, 4 port SFPBộ chuyển mạch 24 cổng, 4 cổng SFP",concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/634_switch_24_ports_4_port_sfpbo_chuyen_mach_24_cong_4_cong_sfp,"Switch 24 ports, 4 port SFPBộ chuyển mạch 24 cổng, 4 cổng SFP",concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/634_switch_24_ports_4_port_sfpbo_chuyen_mach_24_cong_4_cong_sfp,"Switch 24 ports, 4 port SFPBộ chuyển mạch 24 cổng, 4 cổng SFP",data/price/11_536_364,11.536.364,co_gia,có giá
vat_tu/634_switch_24_ports_4_port_sfpbo_chuyen_mach_24_cong_4_cong_sfp,"Switch 24 ports, 4 port SFPBộ chuyển mạch 24 cổng, 4 cổng SFP",data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/634_switch_24_ports_4_port_sfpbo_chuyen_mach_24_cong_4_cong_sfp,"Switch 24 ports, 4 port SFPBộ chuyển mạch 24 cổng, 4 cổng SFP",data/appraisal_date/15_12_2025,15/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/634_switch_24_ports_4_port_sfpbo_chuyen_mach_24_cong_4_cong_sfp,"Switch 24 ports, 4 port SFPBộ chuyển mạch 24 cổng, 4 cổng SFP",data/certificate/405_2025_294_cttdg_vnvic,: 405/2025/294/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/634_switch_24_ports_4_port_sfpbo_chuyen_mach_24_cong_4_cong_sfp,"Switch 24 ports, 4 port SFPBộ chuyển mạch 24 cổng, 4 cổng SFP",data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/634_switch_24_ports_4_port_sfpbo_chuyen_mach_24_cong_4_cong_sfp,"Switch 24 ports, 4 port SFPBộ chuyển mạch 24 cổng, 4 cổng SFP",data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/634_switch_24_ports_4_port_sfpbo_chuyen_mach_24_cong_4_cong_sfp,"Switch 24 ports, 4 port SFPBộ chuyển mạch 24 cổng, 4 cổng SFP",data/spec/634.0,"CBS250-24P-4G-EU
Switch 24 ports PoE, 4 port SFPBộ chuyển mạch 24 cổng PoE, 4 cổng SFP
""CBS250-24P-4G-EU (Model: CBS2...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/635_patch_panel_24_ports_cat6thanh_dau_noi_24_cong_cat6,Patch Panel 24 ports Cat6Thanh đấu nối 24 cổng Cat6,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/635_patch_panel_24_ports_cat6thanh_dau_noi_24_cong_cat6,Patch Panel 24 ports Cat6Thanh đấu nối 24 cổng Cat6,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/635_patch_panel_24_ports_cat6thanh_dau_noi_24_cong_cat6,Patch Panel 24 ports Cat6Thanh đấu nối 24 cổng Cat6,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/635_patch_panel_24_ports_cat6thanh_dau_noi_24_cong_cat6,Patch Panel 24 ports Cat6Thanh đấu nối 24 cổng Cat6,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/635_patch_panel_24_ports_cat6thanh_dau_noi_24_cong_cat6,Patch Panel 24 ports Cat6Thanh đấu nối 24 cổng Cat6,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/635_patch_panel_24_ports_cat6thanh_dau_noi_24_cong_cat6,Patch Panel 24 ports Cat6Thanh đấu nối 24 cổng Cat6,data/price/3_135_000,3.135.000,co_gia,có giá
vat_tu/635_patch_panel_24_ports_cat6thanh_dau_noi_24_cong_cat6,Patch Panel 24 ports Cat6Thanh đấu nối 24 cổng Cat6,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/635_patch_panel_24_ports_cat6thanh_dau_noi_24_cong_cat6,Patch Panel 24 ports Cat6Thanh đấu nối 24 cổng Cat6,data/appraisal_date/15_12_2025,15/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/635_patch_panel_24_ports_cat6thanh_dau_noi_24_cong_cat6,Patch Panel 24 ports Cat6Thanh đấu nối 24 cổng Cat6,data/certificate/405_2025_294_cttdg_vnvic,: 405/2025/294/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/635_patch_panel_24_ports_cat6thanh_dau_noi_24_cong_cat6,Patch Panel 24 ports Cat6Thanh đấu nối 24 cổng Cat6,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/635_patch_panel_24_ports_cat6thanh_dau_noi_24_cong_cat6,Patch Panel 24 ports Cat6Thanh đấu nối 24 cổng Cat6,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/635_patch_panel_24_ports_cat6thanh_dau_noi_24_cong_cat6,Patch Panel 24 ports Cat6Thanh đấu nối 24 cổng Cat6,data/spec/635.0,"LS-PP-UC6-24P-WM
 Tên sản phẩm Patch panel 24 port Cat6
 Số cổng cắm 24 port (24 cổng cắm)
 Số lượng modules 4
 Màu s...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/636_ups_3kva_onlinebo_cap_nguon_du_phong_3kva_online,UPS 3kVA onlineBộ cấp nguồn dự phòng 3kVA online,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/636_ups_3kva_onlinebo_cap_nguon_du_phong_3kva_online,UPS 3kVA onlineBộ cấp nguồn dự phòng 3kVA online,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/636_ups_3kva_onlinebo_cap_nguon_du_phong_3kva_online,UPS 3kVA onlineBộ cấp nguồn dự phòng 3kVA online,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/636_ups_3kva_onlinebo_cap_nguon_du_phong_3kva_online,UPS 3kVA onlineBộ cấp nguồn dự phòng 3kVA online,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/636_ups_3kva_onlinebo_cap_nguon_du_phong_3kva_online,UPS 3kVA onlineBộ cấp nguồn dự phòng 3kVA online,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/636_ups_3kva_onlinebo_cap_nguon_du_phong_3kva_online,UPS 3kVA onlineBộ cấp nguồn dự phòng 3kVA online,data/price/11_200_000,11.200.000,co_gia,có giá
vat_tu/636_ups_3kva_onlinebo_cap_nguon_du_phong_3kva_online,UPS 3kVA onlineBộ cấp nguồn dự phòng 3kVA online,data/unit/bo,Bộ,co_don_vi_tinh,có đơn vị tính
vat_tu/636_ups_3kva_onlinebo_cap_nguon_du_phong_3kva_online,UPS 3kVA onlineBộ cấp nguồn dự phòng 3kVA online,data/appraisal_date/15_12_2025,15/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/636_ups_3kva_onlinebo_cap_nguon_du_phong_3kva_online,UPS 3kVA onlineBộ cấp nguồn dự phòng 3kVA online,data/certificate/405_2025_294_cttdg_vnvic,: 405/2025/294/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/636_ups_3kva_onlinebo_cap_nguon_du_phong_3kva_online,UPS 3kVA onlineBộ cấp nguồn dự phòng 3kVA online,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/636_ups_3kva_onlinebo_cap_nguon_du_phong_3kva_online,UPS 3kVA onlineBộ cấp nguồn dự phòng 3kVA online,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/636_ups_3kva_onlinebo_cap_nguon_du_phong_3kva_online,UPS 3kVA onlineBộ cấp nguồn dự phòng 3kVA online,data/spec/636.0,"HD-3KS
Model	HD-3KS
Công suất định mức	3kVA/2.7kW
Độ ồn	<60dBA
Đầu vào
Điện áp danh định	220VAC
Phạm vi điện áp	110-3...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/637_access_point_indoorbo_phat_wifi_trong_nha,Access Point IndoorBộ phát Wifi trong nhà,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/637_access_point_indoorbo_phat_wifi_trong_nha,Access Point IndoorBộ phát Wifi trong nhà,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/637_access_point_indoorbo_phat_wifi_trong_nha,Access Point IndoorBộ phát Wifi trong nhà,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/637_access_point_indoorbo_phat_wifi_trong_nha,Access Point IndoorBộ phát Wifi trong nhà,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/637_access_point_indoorbo_phat_wifi_trong_nha,Access Point IndoorBộ phát Wifi trong nhà,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/637_access_point_indoorbo_phat_wifi_trong_nha,Access Point IndoorBộ phát Wifi trong nhà,data/price/3_245_000,3.245.000,co_gia,có giá
vat_tu/637_access_point_indoorbo_phat_wifi_trong_nha,Access Point IndoorBộ phát Wifi trong nhà,data/unit/bo,Bộ,co_don_vi_tinh,có đơn vị tính
vat_tu/637_access_point_indoorbo_phat_wifi_trong_nha,Access Point IndoorBộ phát Wifi trong nhà,data/appraisal_date/15_12_2025,15/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/637_access_point_indoorbo_phat_wifi_trong_nha,Access Point IndoorBộ phát Wifi trong nhà,data/certificate/405_2025_294_cttdg_vnvic,: 405/2025/294/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/637_access_point_indoorbo_phat_wifi_trong_nha,Access Point IndoorBộ phát Wifi trong nhà,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/637_access_point_indoorbo_phat_wifi_trong_nha,Access Point IndoorBộ phát Wifi trong nhà,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/637_access_point_indoorbo_phat_wifi_trong_nha,Access Point IndoorBộ phát Wifi trong nhà,data/spec/637.0,"Bộ phát wifi Grandstream GWN7615 Wifi Access Point 200 user
Access Point IndoorBộ phát Wifi trong nhà
""- Tổng băng th...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/638_core_switchbo_chuyen_mach_trung_tam,Core SwitchBộ chuyển mạch trung tâm,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/638_core_switchbo_chuyen_mach_trung_tam,Core SwitchBộ chuyển mạch trung tâm,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/638_core_switchbo_chuyen_mach_trung_tam,Core SwitchBộ chuyển mạch trung tâm,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/638_core_switchbo_chuyen_mach_trung_tam,Core SwitchBộ chuyển mạch trung tâm,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/638_core_switchbo_chuyen_mach_trung_tam,Core SwitchBộ chuyển mạch trung tâm,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/638_core_switchbo_chuyen_mach_trung_tam,Core SwitchBộ chuyển mạch trung tâm,data/price/220_893_000,220.893.000,co_gia,có giá
vat_tu/638_core_switchbo_chuyen_mach_trung_tam,Core SwitchBộ chuyển mạch trung tâm,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/638_core_switchbo_chuyen_mach_trung_tam,Core SwitchBộ chuyển mạch trung tâm,data/appraisal_date/15_12_2025,15/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/638_core_switchbo_chuyen_mach_trung_tam,Core SwitchBộ chuyển mạch trung tâm,data/certificate/405_2025_294_cttdg_vnvic,: 405/2025/294/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/638_core_switchbo_chuyen_mach_trung_tam,Core SwitchBộ chuyển mạch trung tâm,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/638_core_switchbo_chuyen_mach_trung_tam,Core SwitchBộ chuyển mạch trung tâm,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/638_core_switchbo_chuyen_mach_trung_tam,Core SwitchBộ chuyển mạch trung tâm,data/spec/638.0,"C9300-24S-E

Hãng        Cisco
Mã sản phẩm        C9300-24S-E
Giao diện        SFP 24x 1G
Chuyển đổi công suất       ...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/639_nvr_32chdau_ghi_32_kenh,NVR 32CHĐầu ghi 32 kênh,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/639_nvr_32chdau_ghi_32_kenh,NVR 32CHĐầu ghi 32 kênh,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/639_nvr_32chdau_ghi_32_kenh,NVR 32CHĐầu ghi 32 kênh,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/639_nvr_32chdau_ghi_32_kenh,NVR 32CHĐầu ghi 32 kênh,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/639_nvr_32chdau_ghi_32_kenh,NVR 32CHĐầu ghi 32 kênh,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/639_nvr_32chdau_ghi_32_kenh,NVR 32CHĐầu ghi 32 kênh,data/price/8_196_000,8.196.000,co_gia,có giá
vat_tu/639_nvr_32chdau_ghi_32_kenh,NVR 32CHĐầu ghi 32 kênh,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/639_nvr_32chdau_ghi_32_kenh,NVR 32CHĐầu ghi 32 kênh,data/appraisal_date/15_12_2025,15/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/639_nvr_32chdau_ghi_32_kenh,NVR 32CHĐầu ghi 32 kênh,data/certificate/405_2025_294_cttdg_vnvic,: 405/2025/294/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/639_nvr_32chdau_ghi_32_kenh,NVR 32CHĐầu ghi 32 kênh,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/639_nvr_32chdau_ghi_32_kenh,NVR 32CHĐầu ghi 32 kênh,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/639_nvr_32chdau_ghi_32_kenh,NVR 32CHĐầu ghi 32 kênh,data/spec/639.0,"DS-7732NXI-K4
– Chuẩn nén H.265+/H.265/H.264+/H.264
– Hỗ trợ độ phân giải ghi hình lên đến 12MP
– Băng thông đầu vào ...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/640_hdd_8tbo_cung_8tb,HDD 8TBỔ cứng 8TB,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/640_hdd_8tbo_cung_8tb,HDD 8TBỔ cứng 8TB,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/640_hdd_8tbo_cung_8tb,HDD 8TBỔ cứng 8TB,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/640_hdd_8tbo_cung_8tb,HDD 8TBỔ cứng 8TB,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/640_hdd_8tbo_cung_8tb,HDD 8TBỔ cứng 8TB,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/640_hdd_8tbo_cung_8tb,HDD 8TBỔ cứng 8TB,data/price/6_635_455,6.635.455,co_gia,có giá
vat_tu/640_hdd_8tbo_cung_8tb,HDD 8TBỔ cứng 8TB,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/640_hdd_8tbo_cung_8tb,HDD 8TBỔ cứng 8TB,data/appraisal_date/15_12_2025,15/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/640_hdd_8tbo_cung_8tb,HDD 8TBỔ cứng 8TB,data/certificate/405_2025_294_cttdg_vnvic,: 405/2025/294/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/640_hdd_8tbo_cung_8tb,HDD 8TBỔ cứng 8TB,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/640_hdd_8tbo_cung_8tb,HDD 8TBỔ cứng 8TB,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/640_hdd_8tbo_cung_8tb,HDD 8TBỔ cứng 8TB,data/spec/640.0,"Ổ cứng HDD WD Enterprise Ultrastar DC HC320 8TB/ 7200rpm Sata 256MB - HUS728T8TALE6L4
Tốc độ chuẩn kết nối: 6 Gb/s
Tố...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/641_monitor_42_24_7man_hinh_giam_sat_42_24_7,"Monitor 42"", 24/7Màn hình giám sát 42"", 24/7",concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/641_monitor_42_24_7man_hinh_giam_sat_42_24_7,"Monitor 42"", 24/7Màn hình giám sát 42"", 24/7",concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/641_monitor_42_24_7man_hinh_giam_sat_42_24_7,"Monitor 42"", 24/7Màn hình giám sát 42"", 24/7",concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/641_monitor_42_24_7man_hinh_giam_sat_42_24_7,"Monitor 42"", 24/7Màn hình giám sát 42"", 24/7",concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/641_monitor_42_24_7man_hinh_giam_sat_42_24_7,"Monitor 42"", 24/7Màn hình giám sát 42"", 24/7",concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/641_monitor_42_24_7man_hinh_giam_sat_42_24_7,"Monitor 42"", 24/7Màn hình giám sát 42"", 24/7",data/price/11_825_000,11.825.000,co_gia,có giá
vat_tu/641_monitor_42_24_7man_hinh_giam_sat_42_24_7,"Monitor 42"", 24/7Màn hình giám sát 42"", 24/7",data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/641_monitor_42_24_7man_hinh_giam_sat_42_24_7,"Monitor 42"", 24/7Màn hình giám sát 42"", 24/7",data/appraisal_date/15_12_2025,15/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/641_monitor_42_24_7man_hinh_giam_sat_42_24_7,"Monitor 42"", 24/7Màn hình giám sát 42"", 24/7",data/certificate/405_2025_294_cttdg_vnvic,: 405/2025/294/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/641_monitor_42_24_7man_hinh_giam_sat_42_24_7,"Monitor 42"", 24/7Màn hình giám sát 42"", 24/7",data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/641_monitor_42_24_7man_hinh_giam_sat_42_24_7,"Monitor 42"", 24/7Màn hình giám sát 42"", 24/7",data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/641_monitor_42_24_7man_hinh_giam_sat_42_24_7,"Monitor 42"", 24/7Màn hình giám sát 42"", 24/7",data/spec/641.0,"DS-D5043QE

Màn hình máy tính HIKVISION DS-D5043QE với Công nghệ đèn nền LED với độ phân giải full HD 1920 x 1080
Màn...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/642_switch_8_ports_poe_2_port_sfpbo_chuyen_mach_8_cong_poe_2_cong_sfp,"Switch 8 ports PoE, 2 port SFPBộ chuyển mạch 8 cổng PoE, 2 cổng SFP",concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/642_switch_8_ports_poe_2_port_sfpbo_chuyen_mach_8_cong_poe_2_cong_sfp,"Switch 8 ports PoE, 2 port SFPBộ chuyển mạch 8 cổng PoE, 2 cổng SFP",concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/642_switch_8_ports_poe_2_port_sfpbo_chuyen_mach_8_cong_poe_2_cong_sfp,"Switch 8 ports PoE, 2 port SFPBộ chuyển mạch 8 cổng PoE, 2 cổng SFP",concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/642_switch_8_ports_poe_2_port_sfpbo_chuyen_mach_8_cong_poe_2_cong_sfp,"Switch 8 ports PoE, 2 port SFPBộ chuyển mạch 8 cổng PoE, 2 cổng SFP",concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/642_switch_8_ports_poe_2_port_sfpbo_chuyen_mach_8_cong_poe_2_cong_sfp,"Switch 8 ports PoE, 2 port SFPBộ chuyển mạch 8 cổng PoE, 2 cổng SFP",concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/642_switch_8_ports_poe_2_port_sfpbo_chuyen_mach_8_cong_poe_2_cong_sfp,"Switch 8 ports PoE, 2 port SFPBộ chuyển mạch 8 cổng PoE, 2 cổng SFP",data/price/4_500_000,4.500.000,co_gia,có giá
vat_tu/642_switch_8_ports_poe_2_port_sfpbo_chuyen_mach_8_cong_poe_2_cong_sfp,"Switch 8 ports PoE, 2 port SFPBộ chuyển mạch 8 cổng PoE, 2 cổng SFP",data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/642_switch_8_ports_poe_2_port_sfpbo_chuyen_mach_8_cong_poe_2_cong_sfp,"Switch 8 ports PoE, 2 port SFPBộ chuyển mạch 8 cổng PoE, 2 cổng SFP",data/appraisal_date/15_12_2025,15/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/642_switch_8_ports_poe_2_port_sfpbo_chuyen_mach_8_cong_poe_2_cong_sfp,"Switch 8 ports PoE, 2 port SFPBộ chuyển mạch 8 cổng PoE, 2 cổng SFP",data/certificate/405_2025_294_cttdg_vnvic,: 405/2025/294/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/642_switch_8_ports_poe_2_port_sfpbo_chuyen_mach_8_cong_poe_2_cong_sfp,"Switch 8 ports PoE, 2 port SFPBộ chuyển mạch 8 cổng PoE, 2 cổng SFP",data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/642_switch_8_ports_poe_2_port_sfpbo_chuyen_mach_8_cong_poe_2_cong_sfp,"Switch 8 ports PoE, 2 port SFPBộ chuyển mạch 8 cổng PoE, 2 cổng SFP",data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/642_switch_8_ports_poe_2_port_sfpbo_chuyen_mach_8_cong_poe_2_cong_sfp,"Switch 8 ports PoE, 2 port SFPBộ chuyển mạch 8 cổng PoE, 2 cổng SFP",data/spec/642.0,"GS-4210-8P2S
Switch 8 ports PoE, 2 port SFPBộ chuyển mạch 8 cổng PoE, 2 cổng SFP
MÔ TẢ SẢN PHẨM 
Planet GS-4210-8P...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/643_patch_panel_24_ports_cat6thanh_dau_noi_24_cong_cat6,Patch Panel 24 ports Cat6Thanh đấu nối 24 cổng Cat6,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
